,entities,relations,sentences
727,"[[(u'biomedical data', u'Material')], [(u'ontologies', u'OtherScientificTerm')], [(u'pruning methods', u'Method'), (u'ontology engineering field', u'OtherScientificTerm'), (u'bio-ontologies', u'OtherScientificTerm')], [(u'methods', u'Generic'), (u'ontology', u'OtherScientificTerm')], [(u'pruning methods', u'Method'), (u'bio-ontologies', u'OtherScientificTerm')], [(u'pruning methods', u'Method'), (u'gene ontology', u'Method'), (u'sub-ontology', u'OtherScientificTerm')]]","[[], [], [], [(u'methods', u'USED-FOR', u'systematic identification of relevant concepts')], [(u'pruning methods', u'USED-FOR', u'bio-ontologies')], []]","[u'The explosive growth of biomedical data makes researchers and professionals recognize the need of developing large ontologies .', u'However as the size of data increases and knowledge evolves , ontologies tend to grow big and large , and hence , retrieving manageable amount of information from large ontologies becomes a difficult and costly task .', u'The purpose of this paper is to find and apply pruning methods from ontology engineering field to bio-ontologies as well as evaluate the results .', u'These methods support systematic identification of relevant concepts and deletion of irrelevant part of an ontology .', u'The paper shows how different pruning methods can be applied in bio-ontologies .', u'To show the usefulness of pruning methods , a large bio-ontology called gene ontology is pruned to obtain a sub-ontology that contains only the relevant information a user is interested in']"
728,"[[(u'Probabilistic Description Logics', u'Method'), (u'DISPONTE semantics', u'OtherScientificTerm')], [(u'DISPONTE', u'Method'), (u'distribution semantics', u'OtherScientificTerm'), (u'Probabilistic Logic Programming', u'Method'), (u'assertional and terminological axioms', u'OtherScientificTerm')], [(u'system', u'Generic'), (u'EDGE', u'Method'), (u'DISPONTE knowledge base KB', u'Material'), (u'positive and negative examples', u'Material'), (u'concept assertions', u'OtherScientificTerm')], [(u'system', u'Generic'), (u'LEAP', u'Method'), (u'DISPONTE KBs', u'Method'), (u'EDGE', u'OtherScientificTerm')], [(u'LEAP', u'Method'), (u'ontology engineering', u'Task'), (u'search strategy', u'Method')], [(u'LEAP', u'Method'), (u'CELOE', u'Method'), (u'KB', u'Material')], [(u'EDGE', u'Method'), (u'LEAP', u'Method')]]","[[(u'DISPONTE semantics', u'FEATURE-OF', u'Probabilistic Description Logics')], [(u'distribution semantics', u'USED-FOR', u'DISPONTE'), (u'distribution semantics', u'USED-FOR', u'Probabilistic Logic Programming')], [], [(u'EDGE', u'USED-FOR', u'DISPONTE KBs')], [(u'LEAP', u'USED-FOR', u'ontology engineering'), (u'system CELOE', u'USED-FOR', u'LEAP'), (u'system CELOE', u'USED-FOR', u'ontology engineering'), (u'CELOE', u'USED-FOR', u'LEAP'), (u'CELOE', u'USED-FOR', u'ontology engineering'), (u'CELOE', u'USED-FOR', u'search strategy')], [(u'axioms', u'USED-FOR', u'LEAP'), (u'CELOE', u'USED-FOR', u'LEAP'), (u'CELOE', u'USED-FOR', u'KB')], [(u'EDGE', u'CONJUNCTION', u'LEAP')]]","[u'We consider the problem of learning both the structure and the parameters of Probabilistic Description Logics under the DISPONTE semantics .', u'DISPONTE is based on the distribution semantics for Probabilistic Logic Programming and assigns a probability to assertional and terminological axioms .', u'The system EDGE , given a DISPONTE knowledge base KB and sets of positive and negative examples in the form of concept assertions , returns the value of the probabilities associated with axioms .', u'We present the system LEAP that learns both the structure and the parameters of DISPONTE KBs explotiting EDGE .', u'LEAP is based on the system CELOE for ontology engineering and exploits its search strategy in the space of possible axioms .', u'LEAP uses the axioms returned by CELOE to build a KB so that the likelihood of the examples is maximized .', u'We present experiments showing the potential of EDGE and LEAP .']"
729,"[[(u'ontology engineering methodologies', u'Method')], [(u'Distinct methodologies', u'Method')], [(u'concept mapping technique', u'Method')], [(u'approaches', u'Generic'), (u'concept mapping', u'Method'), (u'automatic term extraction process', u'Method'), (u'evaluation procedures', u'Generic'), (u'ontology designs', u'Task'), (u'concept maps', u'OtherScientificTerm')], [(u'approach', u'Generic'), (u'concept mapping technique', u'Method'), (u'term extraction engine', u'Method')], [(u'engine', u'Generic')], [(u'robust evaluation procedure', u'Method'), (u'ontologies', u'OtherScientificTerm'), (u'graphical level', u'OtherScientificTerm')]]","[[], [], [(u'concept mapping technique', u'USED-FOR', u'ontologies')], [(u'concept mapping', u'USED-FOR', u'approaches'), (u'evaluation procedures', u'USED-FOR', u'ontology designs'), (u'concept maps', u'USED-FOR', u'ontology designs')], [(u'concept mapping technique', u'USED-FOR', u'approach'), (u'concept mapping technique', u'CONJUNCTION', u'term extraction engine')], [], [(u'robust evaluation procedure', u'USED-FOR', u'ontologies'), (u'formal level', u'CONJUNCTION', u'graphical level')]]","[u'A number of ontology engineering methodologies have been proposed to date .', u'Distinct methodologies rely on different techniques and activities for developing ontologies .', u'The concept mapping technique has been recently used for developing ontologies related to different domains .', u'However , the existing approaches using concept mapping do not make use of any automatic term extraction process to ease the overall ontology development process and their evaluation procedures are not robust to specifically meet the need for ontology designs emerging from concept maps .', u'This paper proposes a new approach which uses the concept mapping technique coupled with a term extraction engine .', u'The engine automatically extracts the candidate terms from the competency questions which reduces ontology development time and efforts .', u'Furthermore , considering the importance of evaluation , a robust evaluation procedure is proposed which validates the ontologies at both the formal level and the graphical level .']"
730,"[[(u'transboundary water governance', u'Task'), (u'Lake Victoria Basin East Africa', u'Material')], [(u'well-designed ontology', u'Method')], [(u'sustainability science perspective', u'OtherScientificTerm'), (u'ontology engineering', u'Method'), (u'problem solving approach', u'Method'), (u'supportive thinking', u'OtherScientificTerm')], [(u'transboundary water regimes', u'OtherScientificTerm'), (u'public order', u'OtherScientificTerm'), (u'human dignity', u'OtherScientificTerm')], [(u'Lake Victoria basin regime', u'Method')], [], [(u'basin regime creation process', u'Task')], [(u'process factors', u'OtherScientificTerm'), (u'problem factors', u'OtherScientificTerm'), (u'basin regime', u'Method')]]","[[], [], [(u'ontology engineering', u'USED-FOR', u'sustainability science perspective'), (u'problem solving approach', u'USED-FOR', u'sustainability science perspective')], [], [], [], [], []]","[u'This paper provides insights into effective transboundary water governance by considering a case study of the Lake Victoria Basin East Africa .', u'We argue that the construction of a well-designed ontology presents an explicit understanding of the target world shared among people .', u'The paper adopts a sustainability science perspective based on ontology engineering : a problem solving approach focusing on knowledge structuring of problem and process factors accompanied by supportive thinking .', u'Its premise is that transboundary water regimes ought to fashion a public order that advances human dignity .', u'The results indicate that the Lake Victoria basin regime is an interplay of international and regional activities .', u'Activities at the international level had greater influence on regional activities .', u'This analysis identifies gaps in the basin regime creation process .', u'The findings suggest that process factors rather than problem factors dominated the creation of the basin regime .']"
731,"[[(u'ontology integration', u'Task'), (u'Water Resources domain', u'Material'), (u'Ontology Engineering', u'Task')], [(u'well-formed ontology', u'Method'), (u'Water Resources domain', u'Material'), (u'ontology integration process', u'Task')], [(u'knowledge management', u'Method'), (u'information systems', u'Method'), (u'hydrological domain', u'Material'), (u'ontologies', u'OtherScientificTerm'), (u'heterogeneous systems', u'Method'), (u'tasks inter-mediation', u'Task'), (u'knowledge storage', u'Task'), (u'semantic enriched documents', u'Material')], [(u'ontology', u'Task'), (u'ontology re-use', u'Task')], [(u'tool support', u'Task')]]","[[(u'groupware support', u'USED-FOR', u'ontology integration')], [(u'well-formed ontology', u'USED-FOR', u'Water Resources domain')], [(u'knowledge management', u'CONJUNCTION', u'information systems'), (u'knowledge management', u'USED-FOR', u'hydrological domain'), (u'information systems', u'USED-FOR', u'hydrological domain'), (u'information systems', u'USED-FOR', u'tasks inter-mediation')], [], []]","[u'In this paper we discuss groupware support for ontology integration and present an experiment carried out with a group of specialists in the Water Resources domain and in Ontology Engineering .', u'The main goals of this experiment are to create , in a collaborative way , a well-formed ontology for a Water Resources domain and evaluate the ontology integration process .', u'The motivation of our work came from the development of knowledge management and information systems for the hydrological domain , where ontologies can be used as a broker between heterogeneous systems , to facilitate tasks inter-mediation and to help in knowledge storage , being used to publish semantic enriched documents .', u'Since the development of a great ontology has a high cost , ontology re-use becomes an important activity ; and consequently , so does the integration process .', u'For this reason , tool support is essential .']"
732,"[[(u'Software Project Management', u'Method'), (u'knowledge intensive process', u'Method'), (u'ontology engineering', u'Task')], [(u'Ontology development', u'Task'), (u'knowledge management', u'Task'), (u'software and artefacts reusability', u'Method'), (u'project management processes', u'Method'), (u'software life cycle', u'OtherScientificTerm')], [(u'ontologies', u'OtherScientificTerm'), (u'software engineering aspects', u'Task'), (u'requirements engineering', u'OtherScientificTerm'), (u'components reuse', u'Task'), (u'domain modelling', u'Task')], [(u'systematic literature review', u'Method'), (u'software project management ontologies', u'Task')], [(u'terminology', u'OtherScientificTerm'), (u'systematic domain modelling', u'Method'), (u'ontologies', u'Generic'), (u'prototype ontology systems', u'Method'), (u'software project management processes', u'Task')]]","[[(u'Software Project Management', u'HYPONYM-OF', u'knowledge intensive process'), (u'ontology development', u'CONJUNCTION', u'ontology engineering')], [(u'Ontology development', u'USED-FOR', u'software development process'), (u'knowledge management', u'USED-FOR', u'software development process')], [(u'requirements engineering', u'HYPONYM-OF', u'software engineering aspects'), (u'requirements engineering', u'CONJUNCTION', u'components reuse'), (u'components reuse', u'HYPONYM-OF', u'software engineering aspects'), (u'components reuse', u'CONJUNCTION', u'domain modelling'), (u'domain modelling', u'HYPONYM-OF', u'software engineering aspects')], [], [(u'ontologies', u'PART-OF', u'prototype ontology systems')]]","[u'Software Project Management is a knowledge intensive process that can benefit substantially from ontology development and ontology engineering .', u'Ontology development could facilitate or improve substantially the software development process through the improvement of knowledge management , the increase of software and artefacts reusability , and the establishment of internal consistency within project management processes of various phases of software life cycle .', u'A large number of ontologies have been developed attempting to address various software engineering aspects , such as requirements engineering , components reuse , domain modelling , etc .', u'In this paper , we present a systematic literature review focusing on software project management ontologies .', u'The literature review , among other , has identified lack of standardization in terminology and concepts , lack of systematic domain modelling and use of ontologies mainly in prototype ontology systems that address rather limited aspects of software project management processes .']"
733,"[[(u'clinical pathway ontology.Methods Engineering methodology', u'Method'), (u'clinical pathway knowledge base', u'Task'), (u'knowledge source identification', u'Task'), (u'iterative knowledge abstraction', u'Method'), (u'grounded theory', u'Method'), (u'ontology engineering', u'Method'), (u'Model-based Incremental Knowledge Engineering approach', u'Method'), (u'ontology evaluation', u'Task'), (u'clinical pathway', u'Task'), (u'electronic medical records', u'Material')]]","[[(u'knowledge source identification', u'CONJUNCTION', u'iterative knowledge abstraction'), (u'knowledge source identification', u'CONJUNCTION', u'ontology engineering'), (u'patient type', u'CONJUNCTION', u'outcome'), (u'grounded theory', u'USED-FOR', u'iterative knowledge abstraction')]]","[u'Objective To abstract practice-oriented knowledge from a cohort of real clinical pathways and to represent this knowledge as a clinical pathway ontology.Methods Engineering methodology was adopted to construct clinical pathway knowledge base , which included ( 1 ) knowledge source identification and classification of clinical pathways according to variations in setting , stage of care , patient type , outcome and specialty ; ( 2 ) iterative knowledge abstraction using grounded theory ; ( 3 ) ontology engineering as adapted from the Model-based Incremental Knowledge Engineering approach ; and ( 4 ) ontology evaluation through encoding a sample of real clinical pathways.Results The clinical pathway ontology knowledge base was developed , which included 58 class diseases , and was applied in real clinical setting.Conclusion Clinical pathway ontology knowledge base has significant function in the electronic application of clinical pathway , which will be a reference for developing a new generation of electronic medical records .']"
734,"[[(u'semantic distance', u'OtherScientificTerm'), (u'information research', u'Task'), (u'classification', u'Task'), (u'text clustering', u'Task'), (u'Natural Language Processing', u'Task'), (u'computer science', u'Task'), (u'isa-distance measurement', u'Method'), (u'MDS projection', u'Method'), (u'musical ontology', u'OtherScientificTerm'), (u'visualization', u'Task'), (u'navigation', u'Task'), (u'information research', u'Task'), (u'ontology engineering', u'Task')]]","[[(u'semantic distance', u'USED-FOR', u'information research'), (u'semantic distance', u'USED-FOR', u'classification'), (u'semantic distance', u'USED-FOR', u'text clustering'), (u'semantic distance', u'USED-FOR', u'computer science'), (u'information research', u'CONJUNCTION', u'classification'), (u'classification', u'CONJUNCTION', u'text clustering'), (u'Natural Language Processing', u'USED-FOR', u'semantic distance'), (u'isa-distance It', u'USED-FOR', u'MDS projection'), (u'visualization', u'CONJUNCTION', u'navigation'), (u'navigation', u'CONJUNCTION', u'information research'), (u'information research', u'CONJUNCTION', u'ontology engineering')]]","[u'Finding the right semantic distance to be used for information research , classification or text clustering using Natural Language Processing is a problem studied in several domains of computer science We focus on measurements that are real distances : i.e that satisfy all the properties of a distance This paper presents one isa-distance measurement that may be applied to taxonomies This distance , combined with a distance based on relations other than isa , may be a step towards a real semantic distance for ontologies After presenting the purpose of this work and the position of our approach within the literature , we formally detail our isa-distance It is extended to other relations and used to obtain a MDS projection of a musical ontology in an industrial project The utility of such a distance in visualization , navigation , information research and ontology engineering is underlined .']"
735,"[[(u'intelligent applications', u'Task'), (u'broad-coverage repositories of knowledge', u'OtherScientificTerm')], [(u'approach', u'Generic'), (u'repositories', u'Generic'), (u'proactive knowledge collection', u'Task')], [(u'part-of information', u'OtherScientificTerm')], [], [(u'ontology engineering', u'Method'), (u'text extraction approaches', u'Method')], [], []]","[[(u'broad-coverage repositories of knowledge', u'USED-FOR', u'intelligent applications')], [(u'approach', u'USED-FOR', u'repositories'), (u'proactive knowledge collection', u'USED-FOR', u'repositories'), (u'volunteer contributors', u'USED-FOR', u'proactive knowledge collection')], [], [], [(u'ontology engineering', u'CONJUNCTION', u'text extraction approaches')], [], []]","[u'A new generation of intelligent applications can be enabled by broad-coverage repositories of knowledge .', u'One emerging approach to constructing such repositories is proactive knowledge collection from large numbers of volunteer contributors .', u'In this paper , we study the coverage and quality of a representative collection of part-of information contributed by volunteers .', u'We analyze growth of coverage over time , redundancy of the collected knowledge , and the effect of the coverage and redundancy on the quality of the collection .', u'We also present initial comparisons with collections created by ontology engineering and text extraction approaches .', u'Our analysis reveals that redundancy of contribution helps identify high quality statements , but that some of the statements also have overly high redundancy , drawing contributor effort away from areas where they are needed more .', u'We suggest possible ways to address these issues in future collection efforts .']"
736,"[[(u'approach', u'Generic'), (u'Ubiquitous Computing', u'Task'), (u'geo-referenced information', u'OtherScientificTerm')], [(u'Public Places', u'Material')], [], [(u""`` semantics of place '' problem"", u'Task')], [], [(u'approach', u'Generic'), (u'Ontology Engineering techniques', u'Method')], [(u'KUSCO system', u'Method')]]","[[], [], [], [], [], [(u'Ontology Engineering techniques', u'USED-FOR', u'approach'), (u'Ontology Engineering techniques', u'USED-FOR', u'network of semantic associations')], []]","[u'In this paper , we present an approach to a challenge well known from the area of Ubiquitous Computing : extracting meaning out of geo-referenced information .', u'We believe that Public Places can also be an environment where users can be confronted with intelligent services depending on their needs .', u'To make this a reality we need firstly an intelligent way to represent places .', u""The importance of this `` semantics of place '' problem is proportional to the number of available services and data that are common nowadays ."", u""Having rich knowledge about a place , we open up a new realm of `` Location Based Services '' that can behave more intelligently ."", u'Our approach builds on Ontology Engineering techniques in order to build a network of semantic associations between a place and related concepts .', u'We briefly describe the KUSCO system and present some preliminary results .']"
737,"[[(u'ORM', u'Method'), (u'Object Role Modeling )', u'Method'), (u'conceptual modeling method', u'Method')], [(u'ORM', u'Method'), (u'data modeling', u'Task'), (u'ontology engineering', u'Task'), (u'modeling business rules', u'Task'), (u'XML-Schemes and data warehouses', u'Material'), (u'requirements engineering', u'Task'), (u'web forms', u'OtherScientificTerm')], [(u'Automated reasoning', u'Method'), (u'satisfiability testing', u'Method'), (u'modeling mistakes', u'Task')], [(u'ORM meta-model', u'Method'), (u'Alloy', u'OtherScientificTerm')], [(u'meta-model', u'Method'), (u'ORM models', u'Method'), (u'Alloy', u'Method'), (u'Alloy Analyzer', u'Method')], [], [(u'approach', u'Generic')], [(u'meta-model', u'Method'), (u'unsatisfiability patterns', u'OtherScientificTerm'), (u'them', u'Generic'), (u'Alloy representation', u'Method'), (u'ORM model', u'Method')]]","[[(u'ORM', u'HYPONYM-OF', u'conceptual modeling method'), (u'Object Role Modeling )', u'HYPONYM-OF', u'conceptual modeling method')], [(u'ORM', u'USED-FOR', u'data modeling'), (u'ORM', u'USED-FOR', u'ontology engineering'), (u'ORM', u'USED-FOR', u'modeling business rules'), (u'ORM', u'USED-FOR', u'XML-Schemes and data warehouses'), (u'ORM', u'USED-FOR', u'requirements engineering'), (u'data modeling', u'CONJUNCTION', u'ontology engineering'), (u'data modeling', u'CONJUNCTION', u'modeling business rules'), (u'ontology engineering', u'CONJUNCTION', u'modeling business rules'), (u'ontology engineering', u'CONJUNCTION', u'XML-Schemes and data warehouses'), (u'modeling business rules', u'CONJUNCTION', u'XML-Schemes and data warehouses'), (u'modeling business rules', u'CONJUNCTION', u'requirements engineering'), (u'XML-Schemes and data warehouses', u'CONJUNCTION', u'requirements engineering'), (u'requirements engineering', u'CONJUNCTION', u'web forms')], [(u'Automated reasoning', u'USED-FOR', u'modeling mistakes')], [], [(u'meta-model', u'USED-FOR', u'ORM models')], [], [], [(u'Alloy representation', u'USED-FOR', u'them')]]","[u'ORM ( Object Role Modeling ) is a rich and popular conceptual modeling method .', u'ORM has been used for data modeling , ontology engineering , modeling business rules , XML-Schemes and data warehouses , requirements engineering and web forms .', u'Automated reasoning like satisfiability testing allows developers to detect modeling mistakes in the early stages of development .', u'In this paper we propose a lightweight formalization of the ORM meta-model in Alloy .', u'Using this meta-model as a toolkit one can easily specify ORM models in Alloy and verify various properties on them using the Alloy Analyzer .', u'In order to achieve scalability , we use the cardinality of concepts to model their population .', u'This increases the scalability of the approach dramatically .', u'To show an application of the meta-model we formalize some unsatisfiability patterns and check them on the Alloy representation of the ORM model .']"
738,"[[(u'Ontology', u'Task'), (u'formalization of business information', u'Task'), (u'products', u'Generic'), (u'human-computer interactions', u'Task')], [(u'engineering of domain ontologies', u'Task')], [(u'machine learning methods', u'Method'), (u'automatic discovery of domain ontologies', u'Task')], [(u'accuracy', u'Metric'), (u'methods', u'Generic'), (u'large scale ontology construction', u'Task'), (u'real-world business applications', u'Task')], [(u'fuzzy domain ontology discovery algorithm', u'Method'), (u'real-world business ontology engineering', u'Task')], [(u'lexico-syntactic and statistical learning methods', u'Method'), (u'accuracy', u'Metric'), (u'computational ef ciency', u'Metric'), (u'ontology discovery process', u'Method')], [(u'method', u'Generic'), (u'fuzzy domain ontology', u'Method'), (u'signi', u'OtherScientificTerm'), (u'information retrieval', u'Task')]]","[[(u'Ontology', u'USED-FOR', u'formalization of business information')], [], [(u'machine learning methods', u'USED-FOR', u'automatic discovery of domain ontologies')], [(u'accuracy', u'EVALUATE-FOR', u'methods')], [(u'fuzzy domain ontology discovery algorithm', u'USED-FOR', u'real-world business ontology engineering')], [(u'accuracy', u'CONJUNCTION', u'computational ef ciency')], [(u'method', u'USED-FOR', u'fuzzy domain ontology')]]","[u'Ontology plays an essential role in the formalization of business information ( e.g. , products , services , relationships of businesses ) for effective human-computer interactions .', u'However , engineering of domain ontologies turns out to be very labor intensive and time consuming .', u'Recently , some machine learning methods have been proposed for automatic discovery of domain ontologies .', u'Nevertheless , the accuracy and computational ef ciency of the existing methods need to be improved to support large scale ontology construction for real-world business applications .', u'This paper illustrates a novel fuzzy domain ontology discovery algorithm for supporting real-world business ontology engineering .', u'By combining lexico-syntactic and statistical learning methods , the accuracy and the computational ef ciency of the ontology discovery process is improved .', u'Empirical studies have con rme d that the proposed method can discover high quality fuzzy domain ontology which leads to signi cant improvement in information retrieval performance .']"
739,"[[(u'International Standard Serial Number', u'OtherScientificTerm')], [], [(u'identifiers', u'Generic')], [(u'databases', u'Material'), (u'indexes', u'Material'), (u'ISSN', u'Method')], [(u'ISSN', u'Method'), (u'OpenURL link resolution services', u'Method'), (u'article content', u'Material')], [(u'ISSN', u'Method'), (u'identification', u'Task')], [(u'ISSN', u'Method'), (u'identifying titles', u'Task'), (u'print and digital archiving', u'Task')], [(u'linked data', u'Material'), (u'ISSNwill', u'OtherScientificTerm')], [(u'Linked Data Patterns', u'Method'), (u'Linked Data approach', u'Method'), (u'web-scale identifiers', u'OtherScientificTerm')], [(u'ISSN', u'Method'), (u'ISSN', u'Method'), (u'digital environment', u'Task'), (u'ROAD', u'Method'), (u'ISSN database of open access scholarly resources', u'Material')], [(u'ISSN potential', u'OtherScientificTerm'), (u'ISSN', u'Method')], [(u'Digital environment', u'Task')], [], [(u'Linked data', u'Material')], [], [(u'Simples assim', u'Method')], [(u'identificadores unicos sao cruciais', u'OtherScientificTerm')], [(u'maioria das bases', u'Material'), (u'ISSN', u'Method')], [], [], [], [], [], [(u'ISSN', u'Method'), (u'publicacoes e comunidades informacionais', u'OtherScientificTerm')], [(u'ISSN', u'Method')], [(u'Ambiente digital', u'Material')], [], [], [(u'identificadores unicos son cruciales', u'OtherScientificTerm')], [(u'La mayoria de bases', u'Material')], [], [], [], [], [], [(u'publicaciones y comunidades informacionales', u'Method')], [(u'ISSN', u'Method')], [(u'Ambiente digital', u'Material')], [(u'Ambiente de dados', u'Method')]]","[[], [], [], [], [(u'ISSN', u'HYPONYM-OF', u'OpenURL link resolution services'), (u'OpenURL link resolution services', u'USED-FOR', u'article content')], [], [], [], [], [(u'ROAD', u'HYPONYM-OF', u'digital environment'), (u'ISSN database of open access scholarly resources', u'HYPONYM-OF', u'digital environment')], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [(u'publicaciones y comunidades informacionales', u'CONJUNCTION', u'publicaciones y comunidades informacionales')], [], [], []]","[u'Abstract # R # # N # Abstract : If the International Standard Serial Number ( ISSN ) did not exist , someone would have to invent it .', u'Its that simple .', u'In the current environment where databases contain many millions of records , unique identifiers are crucial .', u'Most databases , indexes , and registries of journals require the use of the ISSN .', u'ISSN is now a key element of OpenURL link resolution services that connect users to article content .', u'New types of resources that require ISSN for identification continue to be created .', u'New needs for ISSN , such as its role in identifying titles for print and digital archiving , continue to emerge .', u'In a future world of linked data for libraries , identifiersincluding the ISSNwill play an essential role .', u'Dodds and Davis , authors of Linked Data Patterns , state that the single most important part of the Linked Data approach is the adoption of web-scale identifiers ( URIs ) to identify things of interest .', u'This case study will provide background on the ISSN ; describe ISSN traditional uses in the library , publishing , and information communities ; discuss the enlarging scope of resources that are assigned ISSN ; and elaborate on ISSN uses in the current digital environment including ROAD , a new ISSN database of open access scholarly resources .', u'The case study will conclude with an exploration of ISSN potential in the future linked data environment. # R # # N # Keywords : ISSN .', u'Digital environment .', u'Data environment .', u'Linked data .', u'Semantic web. # R # # N # # R # # N # Tudo velho e novo outra vez : o ISSN no ambiente digital # R # # N # # R # # N # Resumo # R # # N # Se o Numero Internacional Normalizado para Publicacoes Seriadas ( ISSN ) nao existisse , alguem teria que inventa-lo .', u'Simples assim .', u'No atual ambiente onde bases de dados contem muitos milhoes de registros , identificadores unicos sao cruciais .', u'A maioria das bases , indices e registros de periodicos exigem o uso do ISSN .', u'O ISSN e hoje um elemento-chave nos servicos de resolucao de links OpenURL que conectam usuarios ao conteudo dos artigos .', u'Novos tipos de recursos que exigem o ISSN para identificacao continuam a ser criados .', u'Novas necessidades para o ISSN , como seu papel na identificacao de titulos para arquivamento impresso e digital , continuam a surgir .', u'Em um mundo futuro de dados conectados para bibliotecas , identificadores incluindo o ISSN terao um papel essencial .', u'Dodds e Davis , autores de Padroes de Dados Conectados , afirmam que a parte mais importante da abordagem de Dados Conectados e a adocao de identificadores em escala Web ( URIs ) para identificar coisas de interesse .', u'Este estudo de caso oferece um historico do ISSN ; descreve os usos tradicionais do ISSN em bibliotecas , publicacoes e comunidades informacionais ; discute o escopo crescente de recursos que recebem atribuicao de ISSN ; e elabora nos usos do ISSN no ambiente digital atual , incluindo ROAD , uma nova base de dados do ISSN de recursos academicos de acesso aberto .', u'Conclui com uma exploracao do potencial do ISSN em ambientes futuros de dados conectados. # R # # N # # R # # N # Palavras-chave : ISSN .', u'Ambiente digital .', u'Ambiente de dados. # R # # N # # R # # N # Todo lo viejo es nuevo otra vez : el ISSN en el ambiente digital # R # # N # Resumen # R # # N # Si no existiera el Numero Internacional Normalizado para Publicaciones Seriadas ( ISSN ) , alguien tendria que inventarlo .', u'Es asi de simple .', u'En el ambiente actual donde bases de datos contiene muchos millones de registros , identificadores unicos son cruciales .', u'La mayoria de bases , indices y registros de periodicos requieren el uso del ISSN .', u'El ISSN es hoy un elemento clave en servicios de resolucion de enlaces OpenURL que conectan usuarios al contenido de los articulos .', u'Nuevos tipos de recursos que requieren el ISSN para identificacion continuan a ser creados .', u'Nuevas necesidades para el ISSN , como su papel en la identificacion de titulos para archivamiento impreso y digital , continuan a aparecer .', u'En un mundo futuro de datos conectados para bibliotecas , identificadores incluyendo el ISSN tendran un papel fundamental .', u'Dodds y Davis , autores de Linkded Data Patterns , afirman que la parte mas importante del abordaje de Datos Conectados es la adopcion de identificadores en escala Web ( URIs ) para identificar cosas de interes .', u'Este estudio de caso ofrece un historico del ISSN ; describe los usos tradicionales del ISSN en bibliotecas , publicaciones y comunidades informacionales ; discute el alcance creciente de recursos que reciben asignacion de ISSN ; y elabora en los usos del ISSN en el ambiente digital actual , incluyendo ROAD , una nueva base de datos del ISSN de recursos academicos de acceso abierto .', u'Concluye con una exploracion del potencial del ISSN en ambientes futuros de datos conectados. # R # # N # # R # # N # Palabras clave : ISSN .', u'Ambiente digital .', u'Ambiente de dados .']"
740,"[[(u'Lib Journal linked data article', u'Material')]]",[[]],"[u'Great comment by @ rjw on that Lib Journal linked data article , and good response by the author : http : //lj.libraryjournal.com/2015/02/technology/ending-the-invisible-library-linked-data/ # comment-397520']"
741,"[[(u'Collaborative design', u'Method')], [(u'approach', u'Generic')], [(u'competence areas', u'OtherScientificTerm'), (u'distributed groups', u'Material')], [(u'competence model', u'Method'), (u'areas', u'Generic')], [(u'ontological representation', u'Method'), (u'model', u'Generic'), (u'collaborative design competence', u'Task')], [(u'ontology language', u'Method'), (u'collaborative design competence models', u'Method'), (u'ontology matching', u'Method')], [(u'software design team', u'Method'), (u'competence profiles', u'Material'), (u'model', u'Generic')], [(u'approach', u'Generic'), (u'collaborative design', u'Task'), (u'engineering fields', u'Task')]]","[[(u'Collaborative design', u'USED-FOR', u'technology'), (u'technology', u'CONJUNCTION', u'organization'), (u'organization', u'CONJUNCTION', u'social environment')], [], [], [], [(u'ontological representation', u'USED-FOR', u'model'), (u'ontological representation', u'USED-FOR', u'collaborative design competence'), (u'model', u'USED-FOR', u'collaborative design competence')], [(u'ontology language', u'USED-FOR', u'collaborative design competence models')], [], []]","[u'Collaborative design in dispersed groups of engineers creates various kinds of challenges to technology , organization and social environment .', u'This paper presents an approach to description and representation of the competences needed for a planned collaborative design project .', u'The most important competence areas are identified starting from the nature of design work , problem solving in design teams , and working in distributed groups .', u'The competence model is built structuring these areas according to three perspectives : general , cultural , and occupational competences .', u'An ontological representation is proposed to implement the described model for collaborative design competence .', u'Using an ontology language for representation of collaborative design competence models makes it possible to identify those individuals who are best suited for the collaboration by ontology matching .', u'Finally , a software design team consisting of two persons was interviewed and two competence profiles were created using the developed ontological representation of the model .', u'The modeling of the team members has proved that the proposed approach can be applied to modeling competences needed for collaborative design in engineering fields .']"
