,entities,relations,sentences
807,"[[(u'Ontologies', u'OtherScientificTerm'), (u'short text semantic similarity measures', u'Metric')], [(u'ontology', u'Generic'), (u'lexical database', u'Material'), (u'WordNet', u'Material'), (u'word similarity', u'OtherScientificTerm'), (u'semantic distance', u'OtherScientificTerm')], [(u'WordNet', u'Material'), (u'hierarchy fuzzy words', u'OtherScientificTerm')], [(u'fuzzy semantic similarity measures', u'Metric'), (u'ontological structures', u'OtherScientificTerm'), (u'quantification of words', u'OtherScientificTerm'), (u'human participations', u'OtherScientificTerm')], [(u'fuzzy ontology structures', u'OtherScientificTerm'), (u'human quantified scale', u'OtherScientificTerm')], [(u'ontology creation', u'Task'), (u'human participants', u'OtherScientificTerm'), (u'fuzzy categories', u'OtherScientificTerm'), (u'fuzzy words', u'OtherScientificTerm')], [(u'ontology', u'Generic'), (u'fuzzy semantic similarity measure', u'Metric'), (u'benchmark fuzzy word datasets', u'Material')], [(u'human similarity ratings', u'OtherScientificTerm'), (u'ontological structure', u'OtherScientificTerm'), (u'human perceptions of fuzzy words', u'OtherScientificTerm')]]","[[(u'Ontologies', u'PART-OF', u'short text semantic similarity measures')], [(u'lexical database', u'USED-FOR', u'ontology'), (u'WordNet', u'HYPONYM-OF', u'lexical database'), (u'semantic resource', u'USED-FOR', u'word similarity')], [], [(u'ontological structures', u'USED-FOR', u'fuzzy semantic similarity measures')], [(u'human quantified scale', u'USED-FOR', u'fuzzy ontology structures')], [(u'human participants', u'USED-FOR', u'ontology creation')], [(u'fuzzy semantic similarity measure', u'EVALUATE-FOR', u'ontology'), (u'human participants', u'CONJUNCTION', u'benchmark fuzzy word datasets')], []]","[u'Ontologies are a fundamental part of the development of short text semantic similarity measures .', u'The most known ontology used within the field was developed from the lexical database known as WordNet which is used as a semantic resource for determining word similarity using the semantic distance between words .', u'The original WordNet does not include in its hierarchy fuzzy words those which are subjective to humans and often context dependent .', u'The recent development of fuzzy semantic similarity measures requires research into the development of different ontological structures which are suitable for the representation of fuzzy categories of words where quantification of words is undertaken by human participations .', u'This paper proposes two different fuzzy ontology structures which are based on a human quantified scale for a collection of fuzzy words across six fuzzy categories .', u'The methodology of ontology creation utilizes human participants to populate fuzzy categories and quantify fuzzy words .', u'Each ontology is evaluated within a known fuzzy semantic similarity measure and experiments are conducted using human participants and two benchmark fuzzy word datasets .', u'Correlations with human similarity ratings show only one ontological structure was naturally representative of human perceptions of fuzzy words .']"
808,"[[(u'self learning software', u'Method'), (u'natural language source', u'Material')], [(u'language complexity', u'Metric'), (u'ambiguity', u'OtherScientificTerm')], [(u'system', u'Generic')], [(u'agent', u'Generic'), (u'it', u'Generic'), (u""learner 's knowledge"", u'OtherScientificTerm')], [], [(u'software', u'Generic'), (u'Natural Language Processing', u'Task'), (u'machine learning', u'Task'), (u'knowledge representation', u'Task'), (u'ontology', u'Task')], [(u'natural language', u'Material'), (u'domain knowledge', u'OtherScientificTerm'), (u'ontology creation', u'Task'), (u'natural language', u'Material'), (u'ontology', u'Method'), (u'knowledge representation', u'Method'), (u'online learning', u'Method'), (u""user 's knowledge"", u'OtherScientificTerm'), (u'system', u'Generic')]]","[[(u'natural language source', u'USED-FOR', u'self learning software')], [(u'It', u'USED-FOR', u'language complexity'), (u'language complexity', u'CONJUNCTION', u'ambiguity')], [], [], [], [(u'Natural Language Processing', u'CONJUNCTION', u'machine learning'), (u'machine learning', u'CONJUNCTION', u'explanation'), (u'machine learning', u'CONJUNCTION', u'knowledge representation'), (u'explanation', u'CONJUNCTION', u'knowledge representation'), (u'explanation', u'CONJUNCTION', u'ontology'), (u'knowledge representation', u'CONJUNCTION', u'explanation'), (u'knowledge representation', u'CONJUNCTION', u'ontology')], [(u'Self learning', u'USED-FOR', u'ontology'), (u'Self learning', u'USED-FOR', u'ontology creation'), (u'natural language', u'USED-FOR', u'Self learning'), (u'natural language', u'USED-FOR', u'ontology'), (u'natural language', u'USED-FOR', u'ontology creation'), (u'domain knowledge', u'USED-FOR', u'ontology creation'), (u'natural language', u'USED-FOR', u'ontology creation'), (u'ontology', u'USED-FOR', u'ontology creation'), (u'ontology', u'CONJUNCTION', u'knowledge representation'), (u'knowledge representation', u'CONJUNCTION', u'online learning')]]","[u'Semantic Self Learning And Teaching Agent ( SESLATA ) is a self learning software which is capable of learning from a natural language source .', u'It identifies language complexity , ambiguity and influence of diverse writing styles to extract and decipher .', u'The specialty herein the system is , usage of its acquired knowledge to perform teaching and explaining activities to its end users .', u""The agent is capable of updating its own knowledge and it interacts with learner through intelligent response and using own experiences in the process of teaching according to learner 's knowledge ."", u'Simply it learns somewhat like a human and teaches what it has learnt as a human does .', u'The software is endowed with inventions involving in Natural Language Processing , machine learning , explanation and knowledge representation and ontology , which are still under research .', u""Self learning from natural language ( acquiring the domain knowledge to model ontology ) , automate the ontology creation from natural language , the teaching and explaining capability of an agent , updating the knowledge via ontology , knowledge representation and sharing , a new methodology of online learning , teaching according to the depth of user 's knowledge are the major findings of the system .""]"
809,"[[(u'Personalized E-learning', u'Method')], [(u'PEL', u'OtherScientificTerm')], [(u'personalized E-learning engine', u'Method'), (u'PEL', u'Method'), (u'Ontologies data', u'Material')], [(u'location information', u'OtherScientificTerm'), (u'web search', u'Task'), (u'PEL', u'Method'), (u'concepts', u'Generic'), (u'location concepts', u'OtherScientificTerm')], [(u'user preferences', u'OtherScientificTerm'), (u'ontology-based , multi-facet user profile', u'OtherScientificTerm'), (u'personalized ranking function', u'OtherScientificTerm')], [(u'framework', u'Generic'), (u'personalized E-learning', u'Task'), (u'aggregate usage profiles', u'Material'), (u'domain ontology', u'OtherScientificTerm')], [(u'offline tasks', u'Task'), (u'data preparation ontology creation', u'Task'), (u'usage mining', u'Task'), (u'online tasks', u'Task')], [(u'online predication mechanism', u'Method')], [(u'framework', u'Generic')]]","[[], [], [], [(u'location information', u'USED-FOR', u'web search'), (u'PEL', u'USED-FOR', u'location concepts')], [(u'ontology-based , multi-facet user profile', u'USED-FOR', u'user preferences')], [(u'framework', u'USED-FOR', u'personalized E-learning'), (u'aggregate usage profiles', u'USED-FOR', u'framework'), (u'aggregate usage profiles', u'CONJUNCTION', u'domain ontology'), (u'domain ontology', u'USED-FOR', u'framework')], [(u'data preparation ontology creation', u'HYPONYM-OF', u'offline tasks'), (u'data preparation ontology creation', u'CONJUNCTION', u'usage mining'), (u'usage mining', u'HYPONYM-OF', u'offline tasks')], [], []]","[u'Personalized E-learning ( PEL ) has demonstrated its effectiveness in improving the quality of various searches on the Internet .', u""However , evidences show that users ' reluctance to disclose their private information during search has become a major barrier for the wide proliferation of PEL ."", u""We propose a personalized E-learning engine , PEL that captures the users ' preferences in the form of concepts by mining their Ontologies data ."", u'Due to the importance of location information in web search , PEL classifies these concepts into content concept and location concepts .', u'The user preferences are organized in an ontology-based , multi-facet user profile , which are used to adapt a personalized ranking function for rank adaptation of future search results .', u'We propose a framework for personalized E-learning based on aggregate usage profiles and domain ontology .', u'We have distinguished two stages in the whole process , one o offline tasks that includes data preparation ontology creation and usage mining and on of online tasks that concerns the production of recommendations .', u'We also provide an online predication mechanism for deciding whether personalizing a query is beneficial .', u'Extensive experiments demonstrate the effectiveness of our framework .']"
810,"[[(u'Distributed Multi-Agent Intelligent Systems technology', u'Method'), (u'software systems', u'Task')], [(u'Communication', u'Task'), (u'multi-agent systems', u'Method')], [(u'Communication', u'Task')], [(u'Agent communication languages', u'Material'), (u'agent communication', u'Task'), (u'ontology', u'OtherScientificTerm'), (u'standardization', u'OtherScientificTerm'), (u'communication between agents', u'Task'), (u'interoperability problem', u'Task')], [(u'semantic interoperability', u'OtherScientificTerm'), (u'distributed multi-agent Systems', u'Method')], [(u'communication layers', u'OtherScientificTerm'), (u'communication between agents', u'Task')], [(u'Multiplatform Communication System ( MPCS ) architecture', u'Method')], [(u'MPCS architecture', u'Method'), (u'Dynamic Ontology Mapping System', u'Method'), (u'Agent Communication', u'Task'), (u'mapping approaches', u'Method')]]","[[], [], [], [], [], [(u'communication layers', u'USED-FOR', u'communication between agents')], [], [(u'Dynamic Ontology Mapping System', u'USED-FOR', u'Agent Communication'), (u'mapping approaches', u'USED-FOR', u'Dynamic Ontology Mapping System')]]","[u'Distributed Multi-Agent Intelligent Systems technology has generated lots of excitement in recent years because of its promise as a new paradigm for conceptualizing , designing , and implementing software systems .', u'Communication is the most important feature for meaningful interaction among agents in multi-agent systems .', u'Communication enables agents to interact and share information to perform tasks to achieve their goals .', u""Agent communication languages provide a standard in the protocol and language used in the agent communication , but ca n't provide a standard in ontology , because ontology depends on the subject and concept of the communication This lack of standardization , which impedes communication between agents , is known as the interoperability problem ."", u'In order to obtain semantic interoperability in distributed multi-agent Systems , agents need to agree on the basis of different ontologies .', u'In this paper we propose a communication layers to outline the communication between agents .', u'In addition a Multiplatform Communication System ( MPCS ) architecture is proposed to provide a highly flexible and scalable system .', u'In MPCS architecture , a Dynamic Ontology Mapping System for Agent Communication ( DOMAC ) is proposed based on different mapping approaches in order to provide help in the conversation among different agents .']"
811,"[[(u'Semantic similarity calculation', u'Method'), (u'ontology mapping', u'Method'), (u'method', u'Generic'), (u'ontology heterogeneity', u'Task')], [(u'semantic similarity methods', u'Method'), (u'crisp concepts', u'OtherScientificTerm'), (u'they', u'Generic'), (u'fuzzy concepts', u'OtherScientificTerm')], [(u'semantic similarity method', u'Method'), (u'ICFC', u'Method'), (u'Information Content of Fuzzy Concept )', u'Method'), (u'fuzzy concepts', u'OtherScientificTerm'), (u'fuzzy ontology', u'OtherScientificTerm')], [(u'method', u'Generic'), (u'semantic similarity', u'OtherScientificTerm'), (u'fuzzy concepts', u'OtherScientificTerm'), (u'information content values', u'OtherScientificTerm')], [(u'fuzzy concepts', u'OtherScientificTerm')], [(u'fuzzy concept', u'OtherScientificTerm')], [(u'ICFC', u'Method'), (u'method', u'Generic'), (u'fuzzy concept', u'OtherScientificTerm'), (u'fuzzy concept', u'OtherScientificTerm')], [(u'fuzzy ontology', u'Method'), (u'ICFC', u'Method')]]","[[(u'Semantic similarity calculation', u'PART-OF', u'ontology mapping'), (u'ontology mapping', u'USED-FOR', u'ontology heterogeneity'), (u'method', u'USED-FOR', u'ontology heterogeneity')], [(u'semantic similarity methods', u'USED-FOR', u'crisp concepts'), (u'they', u'USED-FOR', u'fuzzy concepts')], [(u'ICFC', u'HYPONYM-OF', u'semantic similarity method'), (u'fuzzy concepts', u'PART-OF', u'fuzzy ontology')], [(u'information content values', u'USED-FOR', u'semantic similarity')], [], [], [], []]","[u'Semantic similarity calculation is an important step of ontology mapping that is an effective method to solve the problem of ontology heterogeneity .', u'However , current semantic similarity methods can be only adapted to crisp concepts , that is to say , they are not sufficient for handling fuzzy concepts whose instances belong to them with memberships .', u'Therefore , this paper proposes a novel semantic similarity method , ICFC ( Information Content of Fuzzy Concept ) , for fuzzy concepts in a fuzzy ontology .', u'In this method , a semantic similarity between two fuzzy concepts is computed by their information content values .', u'But , it is difficult to obtain information content values for fuzzy concepts .', u'That is because a fuzzy concept is considered as a fuzzy set , and all the elements ( i.e. , instances ) belong to it with memberships .', u'For this purpose , ICFC achieves two tasks : ( i ) determines whether or not an instance belongs to a fuzzy concept ; ( ii ) provides a method for computing the membership of instance to fuzzy concept , which exploits the degrees that the attribute domains of fuzzy concept include the attribute values of instance .', u'Experimental results with a fuzzy ontology from the real world indicate that ICFC performs encouragingly well .']"
812,"[[(u'rich internal structure', u'OtherScientificTerm')], [(u'internal structure', u'OtherScientificTerm')], [(u'Ontology', u'OtherScientificTerm'), (u'information retrieval', u'Task')], [(u'Ontology', u'Task'), (u'conceptual vocabulary', u'OtherScientificTerm'), (u'knowledge-level hypothesis', u'OtherScientificTerm')], [(u'ontology', u'Task'), (u'knowledge sharing', u'Task'), (u'reuse', u'OtherScientificTerm')], [(u'allotting descriptions', u'Task'), (u'IRS', u'OtherScientificTerm'), (u'indexing', u'Task')], [], [(u'xml database', u'Material')], [(u'WordNet', u'Material'), (u'dictionary', u'OtherScientificTerm'), (u""synonyms of user 's query"", u'OtherScientificTerm')], [(u'technique', u'Generic')], [], [(u'technique', u'Generic'), (u'ontological indexing', u'Method')], [(u'technique', u'Generic'), (u'text based search', u'Method')], [(u'web pages', u'Material'), (u'ontology', u'OtherScientificTerm')], [(u'Mapping score', u'Metric')], [], [(u'word sense disambiguation', u'Task'), (u'speech tagger', u'Method')]]","[[], [], [(u'Ontology', u'USED-FOR', u'information retrieval')], [(u'conceptual vocabulary', u'USED-FOR', u'knowledge-level hypothesis')], [(u'ontology', u'USED-FOR', u'knowledge sharing'), (u'ontology', u'USED-FOR', u'reuse'), (u'knowledge sharing', u'CONJUNCTION', u'reuse')], [], [], [], [(u'WordNet', u'USED-FOR', u'dictionary'), (u'WordNet', u'USED-FOR', u""synonyms of user 's query""), (u'dictionary', u'USED-FOR', u""synonyms of user 's query"")], [], [], [], [], [], [], [], []]","[u'Ontology has rich internal structure .', u'There are relations and constraints between the concepts that is why Ontology has a richer internal structure .', u'Ontology can be used for information retrieval .', u'Ontology is a halfway determination of a conceptual vocabulary to be utilized for formulating knowledge-level hypothesis around a domain of discourse .', u'The key part of ontology is to help knowledge sharing and reuse .', u'The process of allotting descriptions to documents in an IRS is called indexing .', u'In this paper a technique is proposed which improves results .', u'In this technique web pages are stored in xml database .', u""WordNet is used as dictionary for finding synonyms of user 's query ."", u'The technique is based on context of word .', u'Using context of words helps improvise the search results .', u'The technique is called ontological indexing .', u'This technique is compared with text based search .', u'The words on the web pages are mapped to concepts in ontology .', u'Mapping score is generated for each word .', u'Results of search depend on value of mapping score .', u'Moreover the issue of word sense disambiguation is solved up to some extent using parts of speech tagger .']"
813,"[[(u'ICT', u'Method'), (u'knowledge representation', u'OtherScientificTerm'), (u'ontologies', u'OtherScientificTerm')], [(u'human personal and organizational activity', u'OtherScientificTerm'), (u'structured and unstructured ) data', u'Material'), (u'taxonomy', u'OtherScientificTerm')], [(u'Economic curricula', u'OtherScientificTerm'), (u'economics', u'Material'), (u'academic discipline', u'Material')], [(u'economic curricula', u'Task'), (u'economic knowledge', u'OtherScientificTerm'), (u'complex problem solving', u'Task')], [(u'approach', u'Generic'), (u'ontology development', u'Task'), (u'institutional economic curricula', u'OtherScientificTerm'), (u'academic discipline', u'OtherScientificTerm'), (u'meta data', u'Material')], [(u'approch', u'Generic'), (u'ontology creation', u'Task'), (u'multilevel approach', u'Method'), (u'it', u'Generic')]]","[[(u'knowledge representation', u'CONJUNCTION', u'storing'), (u'sharing', u'CONJUNCTION', u'storing'), (u'sharing', u'CONJUNCTION', u'reusing'), (u'storing', u'CONJUNCTION', u'reusing')], [], [(u'Economic curricula', u'USED-FOR', u'taxonomic shortcomings')], [], [(u'approach', u'USED-FOR', u'ontology development'), (u'institutional economic curricula', u'USED-FOR', u'ontology development')], [(u'ontology creation', u'CONJUNCTION', u'multilevel approach'), (u'multilevel approach', u'USED-FOR', u'approch')]]","[u'Owing to development of ICT , knowledge representation and possibilities of its usage , sharing , storing and reusing , increasingly rely on ontologies as formal representation of ( knowledge ) conceptualization in different domain .', u'Economics being the widest area of human personal and organizational activity as well as countless ( structured and unstructured ) data has no unified upper ontology and taxonomy .', u'Economic curricula on faculties of economic in the Republic of Croatia reflect the problem of taxonomic shortcomings in economics as academic discipline .', u'Numerous courses in economic curricula show the trends to specialization of economic knowledge but that also point out on decreasing capabilities of complex problem solving .', u'The main idea in this paper is to research and define appropriate approach to ontology development useful for : -representing the institutional economic curricula which can serve to potential students in making the choice of their desirable courses , -representing academic discipline , -documenting the data , -creating meta data about learning and management systems .', u'The approch will will be based on multiphase process of ontology creation and multilevel approach to common vocabulary creation and it will be tested on faculties of economics at universities in Croatia .']"
814,"[[(u'Classical Description Logic', u'Method'), (u'ontology creation and reasoning', u'Task')], [(u'Legal AI', u'Method')], [(u'legal ontologies', u'Material')], [(u'normative feature', u'OtherScientificTerm'), (u'coherence', u'OtherScientificTerm'), (u'legal ontologies', u'OtherScientificTerm')], [(u'Negation', u'OtherScientificTerm'), (u'subsumption', u'OtherScientificTerm'), (u'ontology coherence', u'OtherScientificTerm')], [(u'intuitionistic semantics', u'OtherScientificTerm'), (u'legal domain', u'Material'), (u'legal ontology', u'OtherScientificTerm')], [(u'legal coherence', u'OtherScientificTerm'), (u'conflict of laws', u'OtherScientificTerm'), (u'Private International Law analysis', u'Method')], [(u'Intuitionistic Description Logic', u'Method'), (u'IALC', u'Method'), (u'Intuitionistic ALC', u'Method'), (u'canonical classical description logic system', u'Method'), (u'system', u'Generic'), (u'Conflict of Laws in Space', u'OtherScientificTerm'), (u'IALC', u'Method')], [(u'logical negation', u'Method'), (u'legal ontologies', u'OtherScientificTerm'), (u'AI', u'Task')]]","[[(u'Classical Description Logic', u'USED-FOR', u'ontology creation and reasoning')], [], [], [], [(u'Negation', u'CONJUNCTION', u'subsumption')], [(u'intuitionistic semantics', u'USED-FOR', u'negation'), (u'intuitionistic semantics', u'USED-FOR', u'legal domain')], [(u'conflict of laws', u'HYPONYM-OF', u'legal coherence')], [(u'IALC', u'HYPONYM-OF', u'Intuitionistic Description Logic'), (u'IALC', u'HYPONYM-OF', u'canonical classical description logic system'), (u'IALC', u'USED-FOR', u'Conflict of Laws in Space')], [(u'legal ontologies', u'CONJUNCTION', u'AI')]]","[u'Classical Description Logic has been widely used as a basis for ontology creation and reasoning in many knowledge specific domains .', u'These specific domains naturally include Legal AI .', u'As in any other domain , consistency is an important issue for legal ontologies .', u'However , due to its inherently normative feature , coherence ( consistency ) in legal ontologies is more subtle than in most other domains .', u'Negation and subsumption play a central role in ontology coherence .', u'An adequate intuitionistic semantics for negation in a legal domain comes to the fore when we take legally valid individual statements as the inhabitants of our legal ontology .', u'This allows us to elegantly deal with particular situations of legal coherence , such as conflict of laws , as those solved by Private International Law analysis .', u'This paper : ( 1 ) Briefly presents our version of Intuitionistic Description Logic , called IALC for Intuitionistic ALC ( ALC being the canonical classical description logic system ) ( 2 ) Discuss the jurisprudence foundation of our system , and ( 3 ) Shows how we can perform a coherence analysis of Conflict of Laws in Space by means of IALC .', u'This paper reports work-in-progress on using this alternative definition of logical negation for building and testing legal ontologies and reasoning in AI .']"
815,"[[(u'ontologies', u'OtherScientificTerm'), (u'information management', u'Task'), (u'ontologies', u'OtherScientificTerm')], [], [(u'semantics', u'OtherScientificTerm')], [(u'Ontology creation', u'Task')], [(u'alignment', u'Task'), (u'trust based approach', u'Method'), (u'ontologies', u'OtherScientificTerm'), (u'ranking reasoning', u'Task')], [], [(u'ontology', u'OtherScientificTerm')], [(u'evolutionary trust model', u'Method')], [(u'semantic agreement', u'OtherScientificTerm')]]","[[(u'information management', u'USED-FOR', u'ontologies')], [], [], [], [(u'alignment', u'CONJUNCTION', u'integration')], [], [], [], [(u'semantic agreement', u'USED-FOR', u""recalculation of the author 's trust"")]]","[u'As ontologies become more prevalent for information management the need to manage the ontologies increases .', u'In the community services sector multiple organisations often combine to tender for funding .', u'When separate organisations come together to generate reports for funding bodies an alignment of terminology and semantics is required .', u'Ontology creation is privatised for these individual organisations to represent their view of the domain .', u'This creates problems with alignment and integration , making it necessary to consider how much each ontology should influence the current decision to be made. # R # # N # # R # # N # To assist with determining influence a trust based approach on author and the ontologies provides a mechanism for ranking reasoning results .', u'A representation of authors and the individual resources they provide for the merged ontology becomes necessary .', u'The authors are then weighted by trust and trust for the resources the author provides to the ontology is calculated .', u'This is then used to assist the integration process allowing for an evolutionary trust model to calculate the level of belief in the resources .', u""Once the integration is complete the semantic agreement between the ontologies allows for the recalculation of the author 's trust .""]"
816,"[[(u'ontology', u'Task')], [(u'adaptive learning materials', u'Task')], [(u'ontology', u'OtherScientificTerm'), (u'subject domain', u'OtherScientificTerm')], [(u'graphical representation of ontology', u'Method'), (u'information overload', u'OtherScientificTerm'), (u'learning disorientation', u'Task'), (u'learners', u'Task')], [(u'ontology constructions', u'Task'), (u'domain experts', u'OtherScientificTerm')], [(u'Ontology creation', u'Task'), (u'emerging new domains', u'Task'), (u'e-Learning', u'Method')], [(u'e-Learning domain concept maps', u'Method'), (u'ontology', u'OtherScientificTerm'), (u'academic articles', u'Material')], [(u'journal articles', u'Material'), (u'e-Learning domain', u'Material'), (u'data sources', u'Material'), (u'text-mining techniques', u'Method'), (u'concept maps', u'OtherScientificTerm'), (u'e-Learning domain', u'Material')], [(u'e- Leaning field', u'Task'), (u'adaptive courses', u'OtherScientificTerm'), (u'e-Learning domain knowledge', u'OtherScientificTerm')]]","[[], [], [], [(u'graphical representation of ontology', u'USED-FOR', u'learning disorientation'), (u'graphical representation of ontology', u'USED-FOR', u'learners'), (u'information overload', u'CONJUNCTION', u'learning disorientation')], [(u'domain experts', u'USED-FOR', u'ontology constructions')], [(u'Ontology creation', u'USED-FOR', u'emerging new domains')], [(u'academic articles', u'USED-FOR', u'ontology')], [(u'text-mining techniques', u'USED-FOR', u'concept maps'), (u'text-mining techniques', u'USED-FOR', u'e-Learning domain'), (u'concept maps', u'USED-FOR', u'e-Learning domain')], [(u'concept maps', u'USED-FOR', u'e- Leaning field'), (u'concept maps', u'USED-FOR', u'adaptive courses')]]","[u'Recent research has demonstrated the important of ontology and its applications .', u'For example , while designing adaptive learning materials , designers need to refer to the ontology of a subject domain .', u'Moreover , ontology can show the whole picture and core knowledge about a subject domain .', u'Research from literature also suggested that graphical representation of ontology can reduce the problems of information overload and learning disorientation for learners .', u'However , ontology constructions used to rely on domain experts in the past ; it is a time consuming and high cost task .', u'Ontology creation for emerging new domains like e-Learning is even more challenging .', u'The aim of this paper is to construct e-Learning domain concept maps , an alternative form of ontology , from academic articles .', u'We adopt some relevant journal articles and conferences papers in e-Learning domain as data sources , and apply text-mining techniques to automatically construct concept maps for e-Learning domain .', u'The constructed concept maps can provide a useful reference for researchers , who are new to e- Leaning field , to study related issues , for teachers to design adaptive courses , and for learners to understand the whole picture of e-Learning domain knowledge .']"
817,"[[(u'Ontological engineering', u'Method'), (u'ontology construction', u'Task'), (u'local communities', u'OtherScientificTerm'), (u'academic knowledge creation', u'Task')], [(u'knowledge science', u'Task'), (u'ontology', u'Task'), (u'contemporary telecommunications', u'Material')], [(u'approach', u'Generic'), (u'ontology creation', u'Task'), (u'bottom-up and top-down approaches', u'Method'), (u'explicit knowledge', u'OtherScientificTerm'), (u'ontology', u'OtherScientificTerm')], [(u'constructing ontology', u'Task'), (u'approach', u'Generic')], [(u'experiential knowledge', u'OtherScientificTerm'), (u'software system', u'Method'), (u'adaptive hermeneutic agent', u'Method'), (u'toolkit', u'Generic'), (u'documents gathering', u'Task'), (u'keywords extracting', u'Task'), (u'keywords clustering', u'Task'), (u'ontology visualization', u'Task')]]","[[(u'Ontological engineering', u'USED-FOR', u'ontology construction')], [], [(u'approach', u'USED-FOR', u'ontology creation'), (u'bottom-up and top-down approaches', u'USED-FOR', u'approach'), (u'bottom-up and top-down approaches', u'USED-FOR', u'ontology creation')], [], [(u'toolkit', u'USED-FOR', u'keywords extracting'), (u'documents gathering', u'CONJUNCTION', u'keywords extracting'), (u'keywords extracting', u'CONJUNCTION', u'keywords clustering'), (u'keywords extracting', u'CONJUNCTION', u'ontology visualization'), (u'keywords clustering', u'CONJUNCTION', u'ontology visualization')]]","[u'Ontological engineering has been widely used for diverse purposes in different communities and a number of approaches have been reported for developing ontologies ; however , few works address issues of specific ontology construction for local communities , especially when taking into account the specificity of academic knowledge creation .', u'This Chapter summarizes efforts done in two cooperating communities in Japan and in Poland , including attempts to clarify the concept and the field of knowledge science , to create an ontology characterizing a research program in this field , then to apply related results in another field - contemporary telecommunications .', u'The distinctive approach to ontology creation is based on a combination of bottom-up and top-down approaches with the purpose of combining explicit knowledge with tacit , intuitive and experiential knowledge for constructing an ontology .', u'Other possible views on constructing ontology are also presented and discussed ; lessons from an ongoing application of this approach to a local research community working on contemporary telecommunication issues in Poland are also discussed .', u'The combination of explicit and tacit , intuitive and experiential knowledge has led to a development of a software system named adaptive hermeneutic agent ( AHA ) , a toolkit for documents gathering , keywords extracting , keywords clustering , and ontology visualization .']"
818,"[[(u'information retrieval', u'Task'), (u'keyword search', u'Task')], [(u'agricultural expertise retrieval', u'Task'), (u'publications', u'OtherScientificTerm')], [(u'publication IR systems', u'Method'), (u'publications', u'OtherScientificTerm')], [], [(u'ontology based agricultural expertise retrieval framework', u'Method'), (u'AGRIX', u'Method'), (u'ontology creation', u'Task'), (u'expert profiles', u'OtherScientificTerm'), (u'publications', u'OtherScientificTerm'), (u'problem solving', u'Method')], [(u'ontology model', u'Method'), (u'publications', u'Material'), (u'Thai national AGRIS center', u'Material')], [(u'inference rules', u'OtherScientificTerm'), (u'expertise retrieval task', u'Task')], [(u'AGRIX', u'Method'), (u'agricultural expertise retrieval', u'Task'), (u'sugar canes', u'OtherScientificTerm'), (u'problem solving', u'Task'), (u'plant diseases', u'OtherScientificTerm')]]","[[(u'information retrieval', u'USED-FOR', u'keyword search')], [], [], [], [(u'AGRIX', u'HYPONYM-OF', u'ontology based agricultural expertise retrieval framework'), (u'expert profiles', u'CONJUNCTION', u'publications')], [], [(u'inference rules', u'USED-FOR', u'expertise retrieval task')], [(u'AGRIX', u'USED-FOR', u'agricultural expertise retrieval'), (u'rice', u'CONJUNCTION', u'sugar canes'), (u'sugar canes', u'CONJUNCTION', u'problem solving'), (u'sugar canes', u'CONJUNCTION', u'plant diseases'), (u'plant diseases', u'CONJUNCTION', u'problem solving')]]","[u'Generally , information retrieval ( IR ) performs keyword search based on the user query to find a set of relevant documents .', u'In the domain of agricultural expertise retrieval , the goal is to find a group of experts who has knowledge in agriculture ( by using publications as the evidence ) specified by the input query .', u'Typical publication IR systems could sometimes return the search result sets , which consist of a huge amount of publications .', u'Some of the returned publications are not relevant to the individual users information need .', u'In this paper , an ontology based agricultural expertise retrieval framework called AGRIX is proposed with the focus on the ontology creation to cover three following aspects : ( 1 ) expert profiles and publications , ( 2 ) type of plants and ( 3 ) problem solving .', u'To build the ontology model , we used a set of publications ( 1,249 records ) which was collected from the Thai national AGRIS center , Bureau of Library Kasetsart University .', u'In addition , a set of inference rules is created to support the expertise retrieval task .', u'By using AGRIX to implement an agricultural expertise retrieval , users can search for experts in two perspectives , plant ( e.g. , rice , sugar canes ) and problem solving ( e.g. , plant diseases , fertilizers ) .']"
